"study","scenario","quantity","n_reps","n_attempted","n_refused","n_nonconv","n_error","n_withheld","n_metric_unavailable","effect","bias","emp_sd","mean_se","se_ratio","coverage95","mc_se_coverage","type1","mc_se_type1","familywise","mc_se_familywise","power","mc_se_power","refusal_rate","mc_se_refusal","nonconv_rate","mc_se_nonconv","withheld_rate","mc_se_withheld","metric_unavailable_rate","mc_se_metric_unavailable","script","script_md5","package_sha","r_tree_md5","executed","notes"
"btl-clustered","J20_skewed_dep0.6","contrast_large_O1_O8",0,700,0,0,0,700,0,-2.51427099098899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J20_skewed_dep0.6","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=20, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J50_skewed_dep0.6","type1_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J50_skewed_dep0.6","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.460714285714286,0.00516230358743956,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J50_skewed_dep0.6","familywise_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J50_skewed_dep0.6","coverage_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J50_skewed_dep0.6","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.605816326530612,0.0056475093176898,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J50_skewed_dep0.6","contrast_small_O4_O5",0,700,0,0,0,700,0,-0.358273743058561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J50_skewed_dep0.6","contrast_large_O1_O8",0,700,0,0,0,700,0,-2.51427099098899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J50_skewed_dep0.6","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=50, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
